,attracts,common,flower,fruit,leaf,water,genus,height,width,special_feature,scientific_name,description,soil_conditions,texture,temperature,emergence_days,maintenance,native_region,propagation,bloom_time,sun,problem_solvers,type,zones,family,color
6078,['none'],sorrel,['showy'],['none'],['colorful'],['medium'],oxalis purpurea,[0],[0],['none'],none,none,['none'],['none'],[0],[0],['medium'],['temperate southern africa'],"['division', 'seed']","['june', 'august']","['full sun', 'part shade']",['none'],['bulb'],[9],oxalidaceae,"['rose, pink, violet,', 'white']"
6079,['none'],sorrel,['showy'],['none'],['none'],['medium'],rumex acetosa,[1],[1],"['annual', 'herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['northern temperate regions'],"['division', 'seed']","['june', 'august']",['full sun'],['none'],['herbaceous perennial'],"[3, 4, 5, 6]",polygonaceae,['green turning reddish with age']
6080,['none'],violet wood sorrel,['showy'],['none'],['none'],['medium'],oxalis violacea,[0],[0],"['herb', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['north america'],['none'],['may'],"['full sun', 'part shade']",['none'],['herbaceous perennial'],"[5, 6, 7, 8]",oxalidaceae,"['pink, lavender']"
6081,['none'],sourwood,"['showy', 'fragrant']",['showy'],['good fall'],['medium'],oxydendrum arboreum,[20],[10],['flowering tree'],none,none,['none'],['none'],[0],[0],['low'],['eastern and southern united states'],['none'],"['june', 'july']","['full sun', 'part shade']",['deer'],['tree'],"[5, 6, 7, 8]",ericaceae,['white']
6082,['none'],tweedia,['showy'],['showy'],['evergreen'],"['dry', 'medium']",oxypetalum coeruleum,[2],[2],['annual'],none,none,['none'],['none'],[0],[0],['medium'],"['southern brazil', ', ', None, 'uruguay']",['none'],['seasonal bloomer'],"['full sun', 'part shade']",['none'],['broadleaf evergreen'],[10],apocynaceae,['sky blue']
6083,['none'],kerosene bush,['none'],['none'],['evergreen'],"['dry', 'medium']",ozothamnus ledifolius,[3],[3],['hedge'],none,none,['none'],['none'],[0],[0],['low'],"['tasmania', ', ', None, 'australia']",['none'],"['june', 'july']","['full sun', 'part shade']","['drought', 'dry soil']",['broadleaf evergreen'],[8],asteraceae,['white']
6084,['none'],guiana chestnut,"['showy', 'fragrant']","['showy', 'edible']",['evergreen'],"['medium', 'wet']",pachira aquatica,[20],[20],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],"['mexico', ', ', None, 'northern south america']",['none'],['seasonal bloomer'],"['full sun', 'part shade']",['wet soil'],['broadleaf evergreen'],"[10, 11]",malvaceae,['yellowish']
6085,['none'],water chestnut,"['showy', 'fragrant']","['showy', 'edible']",['evergreen'],"['medium', 'wet']",pachira aquatica 'lemon blush',[20],[20],['rain garden'],none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['seasonal bloomer'],"['full sun', 'part shade']",['wet soil'],['broadleaf evergreen'],"[10, 11]",malvaceae,['yellowish']
6086,['none'],pachypodium,['showy'],['none'],['none'],"['dry', 'medium']",pachypodium rutenbergianum,[6],[3],['none'],none,none,['none'],['none'],[0],[0],['medium'],['madagascar'],['none'],['seasonal bloomer'],['full sun'],['drought'],['tree'],[10],apocynaceae,['white with yellow centers']
6087,['none'],jicama,"['showy', 'fragrant']",['none'],['none'],['medium'],pachyrhizus erosus,[1],[20],"['annual', 'vegetable']",none,none,['none'],['none'],[0],[0],['low'],"['central america', ', ', None, 'south america']",['none'],['seasonal bloomer'],['full sun'],['none'],['vine'],"[10, 11]",fabaceae,['none']
6088,['none'],allegheny spurge,"['showy', 'fragrant']",['none'],['none'],['medium'],pachysandra procumbens,[0],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['southeastern united states'],['none'],"['march', 'april']","['part shade', 'full shade']","['drought', 'heavy shade']",['herbaceous perennial'],"[5, 6, 7, 8]",buxaceae,['white']
6089,['none'],japanese pachysandra,['showy'],['none'],['evergreen'],['medium'],pachysandra terminalis,[0],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],"['japan', ', ', None, 'north']",['none'],['april'],"['part shade', 'full shade']","['rabbit', 'deer', 'drought', 'heavy shade', 'erosion', 'clay soil', 'dry soil']",['herbaceous perennial'],"[5, 6, 7, 8]",buxaceae,['white']
6090,['none'],japanese pachysandra,['showy'],['showy'],['evergreen'],['medium'],pachysandra terminalis 'green carpet',[0],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['part shade', 'full shade']","['rabbit', 'deer', 'drought', 'heavy shade', 'erosion', 'clay soil', 'dry soil']",['herbaceous perennial'],"[5, 6, 7, 8]",buxaceae,['white']
6091,['none'],japanese pachysandra,['showy'],['none'],['none'],['medium'],pachysandra terminalis 'green sheen',[0],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['part shade', 'full shade']","['rabbit', 'deer', 'drought', 'heavy shade', 'erosion', 'clay soil', 'dry soil']",['herbaceous perennial'],"[5, 6, 7, 8]",buxaceae,['white']
6092,['none'],japanese spurge,['showy'],['none'],['evergreen'],['medium'],pachysandra terminalis 'variegata',[0],[1],"['ground cover', 'naturalize']",none,none,['none'],['none'],[0],[0],['low'],['none'],['none'],['april'],"['part shade', 'full shade']","['rabbit', 'deer', 'drought', 'heavy shade', 'erosion', 'clay soil', 'dry soil']",['herbaceous perennial'],"[5, 6, 7, 8]",buxaceae,['white']
6093,['none'],cardinal,['showy'],['none'],['evergreen'],['medium'],pachystachys coccinea,[1],[1],['annual'],none,none,['none'],['none'],[0],[0],['medium'],"['northern brazil', ', ', None, 'french guiana', ', ', None, 'peru', ', ', None, 'trinidad']",['none'],['seasonal bloomer'],['full sun'],['none'],['broadleaf evergreen'],[10],acanthaceae,['scarlet red']
6094,['none'],golden shrimp plant,['showy'],['none'],['evergreen'],['medium'],pachystachys lutea,[1],[1],['annual'],none,none,['none'],['none'],[0],[0],['medium'],['peru'],['none'],['seasonal bloomer'],['full sun'],['none'],['broadleaf evergreen'],[10],acanthaceae,['white with yellow bracts']
6095,['butterflies'],golden ragwort,['showy'],['none'],['none'],"['medium', 'wet']",packera aurea,[0],[0],"['ground cover', 'naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],"['eastern north america', None, ' to ', 'texas']",['none'],['april'],"['full sun', 'part shade']",['wet soil'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",asteraceae,['yellow']
6096,['butterflies'],golden ragwort,['showy'],['none'],['colorful'],"['medium', 'wet']",packera aurea 'dark shadows',[1],[0],"['ground cover', 'naturalize', 'rain garden']",none,none,['none'],['none'],[0],[0],['medium'],['none'],['none'],['april'],"['full sun', 'part shade']",['wet soil'],['herbaceous perennial'],"[3, 4, 5, 6, 7]",asteraceae,['bright yellow']
6097,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia 'america',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['red with golden yellow center']
6098,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia 'border charm',[1],[2],['hedge'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['may', 'june']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[4, 5, 6, 7]",paeoniaceae,['yellow']
6099,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia 'cora louise',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['may', 'june']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[4, 5, 6, 7]",paeoniaceae,['white with magenta']
6100,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia 'coral 'n gold',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['coral']
6101,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia 'coral sunset',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['coral pink with gold centers']
6102,['butterflies'],peony,"['showy', 'fragrant']",['showy'],['none'],['medium'],paeonia japonica,[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['japan'],"['division', 'seed']",['may'],['part shade'],"['rabbit', 'deer']",['herbaceous perennial'],"[5, 6, 7]",paeoniaceae,['white']
6103,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora,[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],"['tibet', ', ', None, 'china', ', ', None, 'siberia']","['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,"['white, pink', 'crimson with yellow center stamens']"
6104,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'alice harding',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['pink petals with white center']
6105,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'alley cat',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['creamy white']
6106,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'angel cheeks',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white blushed pink']
6107,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'buttercup',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['april', 'may']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white']
6108,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia lactiflora 'charles burgess',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['crimson']
6109,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'cheddar charm',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white with gold centers']
6110,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'do tell',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['shell pink with rose pink center']
6111,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'duchesse de nemours',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white']
6112,['none'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'duchesse d'orléans',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['june', 'july']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[4, 5, 6, 7]",paeoniaceae,['pink']
6113,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia lactiflora 'falcon',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['mahogany red']
6114,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'green lotus',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,"['pale lime green with pink overtones', 'yellow centers']"
6115,['none'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'honey gold',[2],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['may', 'june']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white with yellow center']
6116,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'karl rosenfield',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['may', 'june']","['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['red']
6117,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'kinda cute',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['pink']
6118,['none'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'madame calot',[3],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']","['may', 'june']","['full sun', 'part shade']","['rabbit', 'deer', 'clay soil']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['pink']
6119,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'marshmallow button',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white']
6120,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'mikado',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['crimson red petals with rose']
6121,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia lactiflora 'mischief',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['pink']
6122,['none'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'miss america',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white']
6123,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia lactiflora 'raspberry rumba',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['creamy white streaked with raspberry']
6124,['butterflies'],peony,"['showy', 'fragrant', 'good cut']",['none'],['none'],['medium'],paeonia lactiflora 'sarah bernhardt',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['pink']
6125,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia lactiflora 'top brass',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,"['pink', 'yellow with ivory']"
6126,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia lactiflora 'toro-no-maki',[2],[2],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['white with yellow centers']
6127,['butterflies'],peony,['showy'],['none'],['none'],['medium'],paeonia lactiflora 'waltz',[1],[1],['none'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['herbaceous perennial'],"[3, 4, 5, 6, 7]",paeoniaceae,['rose pink with yellow centers']
6128,['butterflies'],peony,"['showy', 'fragrant']",['none'],['none'],['medium'],paeonia 'marchioness',[3],[3],['hedge'],none,none,['none'],['none'],[0],[0],['medium'],['none'],"['division', 'seed']",['may'],"['full sun', 'part shade']","['rabbit', 'deer']",['deciduous shrub'],"[4, 5, 6, 7]",paeoniaceae,['mauve rose with dark maroon flares']
